"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20806","checkRunNodeNine","Surefire suite","Sun Sep 14 02:20:19 UTC 2025","failed","Sun Sep 14 02:20:40 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","23115","checkRunNodeTwo","Surefire suite","Sun Sep 14 02:17:43 UTC 2025","passed","Sun Sep 14 02:18:07 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","23553","checkRunNodeOne","Surefire suite","Sun Sep 14 02:17:20 UTC 2025","failed","Sun Sep 14 02:17:43 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","35167","checkRunNodeZero","Surefire suite","Sun Sep 14 02:16:45 UTC 2025","passed","Sun Sep 14 02:17:20 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","22314","checkRunNodeThree","Surefire suite","Sun Sep 14 02:18:07 UTC 2025","failed","Sun Sep 14 02:18:29 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","20781","checkRunNodeSeven","Surefire suite","Sun Sep 14 02:19:35 UTC 2025","failed","Sun Sep 14 02:19:56 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","22818","checkRunNodeFour","Surefire suite","Sun Sep 14 02:18:29 UTC 2025","passed","Sun Sep 14 02:18:52 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","22674","checkRunNode","Surefire suite","Sun Sep 14 02:19:56 UTC 2025","passed","Sun Sep 14 02:20:19 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","20841","checkRunNodeFive","Surefire suite","Sun Sep 14 02:18:52 UTC 2025","failed","Sun Sep 14 02:19:13 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","22746","checkRunNodeSix","Surefire suite","Sun Sep 14 02:19:13 UTC 2025","passed","Sun Sep 14 02:19:35 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
