"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21605","checkRunNodeOne","Surefire suite","Thu Jul 31 02:31:30 GMT 2025","passed","Thu Jul 31 02:31:51 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","32050","checkRunNodeTwo","Surefire suite","Thu Jul 31 02:31:52 GMT 2025","passed","Thu Jul 31 02:32:24 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","57652","checkRunNodeZero","Surefire suite","Thu Jul 31 02:30:32 GMT 2025","failed","Thu Jul 31 02:31:30 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","17562","checkRunNode","Surefire suite","Thu Jul 31 02:34:32 GMT 2025","passed","Thu Jul 31 02:34:49 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","28581","checkRunNodeTen","Surefire suite","Thu Jul 31 02:35:17 GMT 2025","failed","Thu Jul 31 02:35:45 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTen"
"","33111","checkRunNodeThree","Surefire suite","Thu Jul 31 02:32:24 GMT 2025","passed","Thu Jul 31 02:32:57 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","19480","checkRunNodeSix","Surefire suite","Thu Jul 31 02:33:53 GMT 2025","passed","Thu Jul 31 02:34:13 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","27139","checkRunNodeNine","Surefire suite","Thu Jul 31 02:34:50 GMT 2025","passed","Thu Jul 31 02:35:17 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","38684","checkRunNodeFour","Surefire suite","Thu Jul 31 02:32:57 GMT 2025","failed","Thu Jul 31 02:33:36 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","17409","checkRunNodeFive","Surefire suite","Thu Jul 31 02:33:36 GMT 2025","passed","Thu Jul 31 02:33:53 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","18956","checkRunNodeSeven","Surefire suite","Thu Jul 31 02:34:13 GMT 2025","passed","Thu Jul 31 02:34:32 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
