"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21633","checkRunNodeFive","Surefire suite","Fri Feb 13 03:32:41 UTC 2026","failed","Fri Feb 13 03:33:03 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","16120","checkRunNodeFour","Surefire suite","Fri Feb 13 03:32:25 UTC 2026","broken","Fri Feb 13 03:32:41 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","22756","checkRunNodeSeven","Surefire suite","Fri Feb 13 03:33:20 UTC 2026","failed","Fri Feb 13 03:33:43 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","21075","checkRunNodeThree","Surefire suite","Fri Feb 13 03:32:04 UTC 2026","failed","Fri Feb 13 03:32:25 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","21421","checkRunNodeNine","Surefire suite","Fri Feb 13 03:34:00 UTC 2026","failed","Fri Feb 13 03:34:22 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","25655","checkRunNodeZero","Surefire suite","Fri Feb 13 03:31:01 UTC 2026","failed","Fri Feb 13 03:31:26 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","16726","checkRunNodeTwo","Surefire suite","Fri Feb 13 03:31:47 UTC 2026","broken","Fri Feb 13 03:32:04 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","20570","checkRunNodeOne","Surefire suite","Fri Feb 13 03:31:26 UTC 2026","failed","Fri Feb 13 03:31:47 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","17235","checkRunNodeSix","Surefire suite","Fri Feb 13 03:33:03 UTC 2026","broken","Fri Feb 13 03:33:20 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","17742","checkRunNode","Surefire suite","Fri Feb 13 03:33:43 UTC 2026","broken","Fri Feb 13 03:34:00 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
