"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16780","checkRunNodeTwo","Surefire suite","2026-07-04","broken","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","21256","checkRunNodeThree","Surefire suite","2026-07-04","failed","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","21217","checkRunNodeNine","Surefire suite","2026-07-04","failed","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","21747","checkRunNodeSeven","Surefire suite","2026-07-04","failed","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","16111","checkRunNodeFour","Surefire suite","2026-07-04","broken","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","21223","checkRunNodeOne","Surefire suite","2026-07-04","failed","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","16330","checkRunNodeZero","Surefire suite","2026-07-04","broken","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","14857","checkRunNode","Surefire suite","2026-07-04","broken","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","16182","checkRunNodeSix","Surefire suite","2026-07-04","broken","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","22656","checkRunNodeFive","Surefire suite","2026-07-04","failed","2026-07-04","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
