"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20904","checkRunNodeOne","Surefire suite","Tue Apr 21 03:54:09 UTC 2026","failed","Tue Apr 21 03:54:30 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","19947","checkRunNodeFour","Surefire suite","Tue Apr 21 03:55:15 UTC 2026","broken","Tue Apr 21 03:55:35 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","19488","checkRunNodeZero","Surefire suite","Tue Apr 21 03:53:49 UTC 2026","broken","Tue Apr 21 03:54:09 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","21002","checkRunNodeFive","Surefire suite","Tue Apr 21 03:55:35 UTC 2026","failed","Tue Apr 21 03:55:56 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","15719","checkRunNodeSix","Surefire suite","Tue Apr 21 03:55:56 UTC 2026","broken","Tue Apr 21 03:56:12 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","24866","checkRunNodeTwo","Surefire suite","Tue Apr 21 03:54:30 UTC 2026","failed","Tue Apr 21 03:54:54 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","15352","checkRunNodeNine","Surefire suite","Tue Apr 21 03:56:50 UTC 2026","failed","Tue Apr 21 03:57:05 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","16620","checkRunNode","Surefire suite","Tue Apr 21 03:56:34 UTC 2026","broken","Tue Apr 21 03:56:50 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","21640","checkRunNodeSeven","Surefire suite","Tue Apr 21 03:56:12 UTC 2026","failed","Tue Apr 21 03:56:33 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","20735","checkRunNodeThree","Surefire suite","Tue Apr 21 03:54:54 UTC 2026","failed","Tue Apr 21 03:55:15 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
