"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15141","checkRunNodeTwo","Surefire suite","Sat Mar 21 03:09:40 UTC 2026","broken","Sat Mar 21 03:09:55 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","15745","checkRunNodeZero","Surefire suite","Sat Mar 21 03:09:03 UTC 2026","broken","Sat Mar 21 03:09:19 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","21004","checkRunNodeFive","Surefire suite","Sat Mar 21 03:10:31 UTC 2026","failed","Sat Mar 21 03:10:52 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","21218","checkRunNodeSeven","Surefire suite","Sat Mar 21 03:11:07 UTC 2026","failed","Sat Mar 21 03:11:28 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","21428","checkRunNodeOne","Surefire suite","Sat Mar 21 03:09:19 UTC 2026","failed","Sat Mar 21 03:09:40 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","16034","checkRunNodeNine","Surefire suite","Sat Mar 21 03:11:42 UTC 2026","failed","Sat Mar 21 03:11:58 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","14352","checkRunNodeFour","Surefire suite","Sat Mar 21 03:10:16 UTC 2026","broken","Sat Mar 21 03:10:31 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","14918","checkRunNodeSix","Surefire suite","Sat Mar 21 03:10:52 UTC 2026","broken","Sat Mar 21 03:11:07 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","20964","checkRunNodeThree","Surefire suite","Sat Mar 21 03:09:55 UTC 2026","failed","Sat Mar 21 03:10:16 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","14518","checkRunNode","Surefire suite","Sat Mar 21 03:11:28 UTC 2026","broken","Sat Mar 21 03:11:42 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
