"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21226","checkRunNodeThree","Surefire suite","Fri Oct 10 02:13:19 UTC 2025","failed","Fri Oct 10 02:13:41 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","21815","checkRunNodeFive","Surefire suite","Fri Oct 10 02:14:03 UTC 2025","failed","Fri Oct 10 02:14:25 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","21690","checkRunNodeOne","Surefire suite","Fri Oct 10 02:12:33 UTC 2025","failed","Fri Oct 10 02:12:55 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","21761","checkRunNodeNine","Surefire suite","Fri Oct 10 02:15:33 UTC 2025","failed","Fri Oct 10 02:15:55 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","21056","checkRunNodeSeven","Surefire suite","Fri Oct 10 02:14:49 UTC 2025","failed","Fri Oct 10 02:15:10 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","23733","checkRunNodeSix","Surefire suite","Fri Oct 10 02:14:25 UTC 2025","passed","Fri Oct 10 02:14:49 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","23194","checkRunNode","Surefire suite","Fri Oct 10 02:15:10 UTC 2025","passed","Fri Oct 10 02:15:33 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","32049","checkRunNodeZero","Surefire suite","Fri Oct 10 02:12:01 UTC 2025","passed","Fri Oct 10 02:12:33 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","22541","checkRunNodeFour","Surefire suite","Fri Oct 10 02:13:41 UTC 2025","passed","Fri Oct 10 02:14:03 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","24341","checkRunNodeTwo","Surefire suite","Fri Oct 10 02:12:55 UTC 2025","passed","Fri Oct 10 02:13:19 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
