"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20878","checkRunNodeThree","Surefire suite","Fri Oct 03 02:10:35 UTC 2025","failed","Fri Oct 03 02:10:56 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","26299","checkRunNodeTwo","Surefire suite","Fri Oct 03 02:10:09 UTC 2025","passed","Fri Oct 03 02:10:35 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","22697","checkRunNodeFive","Surefire suite","Fri Oct 03 02:11:30 UTC 2025","failed","Fri Oct 03 02:11:52 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","33902","checkRunNodeFour","Surefire suite","Fri Oct 03 02:10:56 UTC 2025","failed","Fri Oct 03 02:11:30 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","21022","checkRunNodeSeven","Surefire suite","Fri Oct 03 02:12:15 UTC 2025","failed","Fri Oct 03 02:12:36 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","22897","checkRunNodeSix","Surefire suite","Fri Oct 03 02:11:52 UTC 2025","passed","Fri Oct 03 02:12:15 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","21399","checkRunNodeOne","Surefire suite","Fri Oct 03 02:09:47 UTC 2025","failed","Fri Oct 03 02:10:09 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","20957","checkRunNodeNine","Surefire suite","Fri Oct 03 02:13:00 UTC 2025","failed","Fri Oct 03 02:13:20 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","23165","checkRunNode","Surefire suite","Fri Oct 03 02:12:36 UTC 2025","passed","Fri Oct 03 02:13:00 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","28102","checkRunNodeZero","Surefire suite","Fri Oct 03 02:09:19 UTC 2025","passed","Fri Oct 03 02:09:47 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
