"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20305","checkRunNodeFive","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","20340","checkRunNodeThree","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","26281","checkRunNodeZero","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","24657","checkRunNode","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","23497","checkRunNodeSix","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","23786","checkRunNodeTwo","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","20644","checkRunNodeSeven","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","20416","checkRunNodeOne","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","23524","checkRunNodeFour","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","21802","checkRunNodeNine","Surefire suite","2026-08-02","failed","2026-08-02","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
