"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21664","checkRunNodeThree","Surefire suite","Sun Mar 01 03:30:48 UTC 2026","failed","Sun Mar 01 03:31:10 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","14386","checkRunNodeNine","Surefire suite","Sun Mar 01 03:32:38 UTC 2026","broken","Sun Mar 01 03:32:53 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","16538","checkRunNodeFour","Surefire suite","Sun Mar 01 03:31:10 UTC 2026","broken","Sun Mar 01 03:31:27 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","21463","checkRunNodeOne","Surefire suite","Sun Mar 01 03:30:10 UTC 2026","failed","Sun Mar 01 03:30:31 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","15931","checkRunNodeFive","Surefire suite","Sun Mar 01 03:31:27 UTC 2026","failed","Sun Mar 01 03:31:43 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","17401","checkRunNodeTwo","Surefire suite","Sun Mar 01 03:30:31 UTC 2026","broken","Sun Mar 01 03:30:48 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","14367","checkRunNodeSeven","Surefire suite","Sun Mar 01 03:32:03 UTC 2026","broken","Sun Mar 01 03:32:17 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","20398","checkRunNodeSix","Surefire suite","Sun Mar 01 03:31:43 UTC 2026","failed","Sun Mar 01 03:32:03 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","20901","checkRunNode","Surefire suite","Sun Mar 01 03:32:17 UTC 2026","failed","Sun Mar 01 03:32:38 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","17260","checkRunNodeZero","Surefire suite","Sun Mar 01 03:29:52 UTC 2026","broken","Sun Mar 01 03:30:10 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
