"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21085","checkRunNodeFour","Surefire suite","Tue Mar 24 03:21:54 UTC 2026","failed","Tue Mar 24 03:22:15 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","20423","checkRunNodeSix","Surefire suite","Tue Mar 24 03:22:38 UTC 2026","failed","Tue Mar 24 03:22:59 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","23182","checkRunNodeFive","Surefire suite","Tue Mar 24 03:22:15 UTC 2026","failed","Tue Mar 24 03:22:38 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","13635","checkRunNodeSeven","Surefire suite","Tue Mar 24 03:22:59 UTC 2026","broken","Tue Mar 24 03:23:12 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","20668","checkRunNodeTwo","Surefire suite","Tue Mar 24 03:21:18 UTC 2026","failed","Tue Mar 24 03:21:38 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","24773","checkRunNodeNine","Surefire suite","Tue Mar 24 03:23:34 UTC 2026","failed","Tue Mar 24 03:23:59 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","15888","checkRunNodeOne","Surefire suite","Tue Mar 24 03:21:02 UTC 2026","failed","Tue Mar 24 03:21:18 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","15322","checkRunNodeZero","Surefire suite","Tue Mar 24 03:20:46 UTC 2026","broken","Tue Mar 24 03:21:02 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","22029","checkRunNode","Surefire suite","Tue Mar 24 03:23:12 UTC 2026","failed","Tue Mar 24 03:23:34 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","15858","checkRunNodeThree","Surefire suite","Tue Mar 24 03:21:38 UTC 2026","broken","Tue Mar 24 03:21:54 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
