"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15403","checkRunNode","Surefire suite","Fri May 22 04:48:24 UTC 2026","failed","Fri May 22 04:48:40 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","15981","checkRunNodeFive","Surefire suite","Fri May 22 04:47:32 UTC 2026","failed","Fri May 22 04:47:48 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","20744","checkRunNodeSix","Surefire suite","Fri May 22 04:47:48 UTC 2026","failed","Fri May 22 04:48:09 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","14850","checkRunNodeFour","Surefire suite","Fri May 22 04:47:17 UTC 2026","broken","Fri May 22 04:47:32 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","15706","checkRunNodeSeven","Surefire suite","Fri May 22 04:48:09 UTC 2026","broken","Fri May 22 04:48:24 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","17015","checkRunNodeZero","Surefire suite","Fri May 22 04:46:01 UTC 2026","broken","Fri May 22 04:46:18 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","20761","checkRunNodeNine","Surefire suite","Fri May 22 04:48:40 UTC 2026","failed","Fri May 22 04:49:01 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","22302","checkRunNodeThree","Surefire suite","Fri May 22 04:46:55 UTC 2026","failed","Fri May 22 04:47:17 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","14736","checkRunNodeTwo","Surefire suite","Fri May 22 04:46:40 UTC 2026","broken","Fri May 22 04:46:55 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","21675","checkRunNodeOne","Surefire suite","Fri May 22 04:46:18 UTC 2026","failed","Fri May 22 04:46:40 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
