"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19009","checkRunNodeFour","Surefire suite","2026-06-16","broken","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","22858","checkRunNodeNine","Surefire suite","2026-06-16","failed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","19524","checkRunNodeZero","Surefire suite","2026-06-16","broken","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","14824","checkRunNodeSix","Surefire suite","2026-06-16","broken","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","21030","checkRunNodeSeven","Surefire suite","2026-06-16","failed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","15512","checkRunNode","Surefire suite","2026-06-16","broken","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","21617","checkRunNodeThree","Surefire suite","2026-06-16","failed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","21441","checkRunNodeFive","Surefire suite","2026-06-16","failed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","23811","checkRunNodeTwo","Surefire suite","2026-06-16","failed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","21745","checkRunNodeOne","Surefire suite","2026-06-16","failed","2026-06-16","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
