"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24180","checkRunNodeFour","Surefire suite","Thu Sep 18 02:11:31 UTC 2025","passed","Thu Sep 18 02:11:55 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","21046","checkRunNodeNine","Surefire suite","Thu Sep 18 02:13:37 UTC 2025","failed","Thu Sep 18 02:13:58 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","21875","checkRunNodeFive","Surefire suite","Thu Sep 18 02:11:55 UTC 2025","failed","Thu Sep 18 02:12:17 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","23483","checkRunNodeTwo","Surefire suite","Thu Sep 18 02:10:45 UTC 2025","passed","Thu Sep 18 02:11:08 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","20829","checkRunNodeOne","Surefire suite","Thu Sep 18 02:10:24 UTC 2025","failed","Thu Sep 18 02:10:45 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","24433","checkRunNodeSix","Surefire suite","Thu Sep 18 02:12:17 UTC 2025","passed","Thu Sep 18 02:12:42 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","37197","checkRunNodeZero","Surefire suite","Thu Sep 18 02:09:47 UTC 2025","failed","Thu Sep 18 02:10:24 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","34556","checkRunNode","Surefire suite","Thu Sep 18 02:13:02 UTC 2025","failed","Thu Sep 18 02:13:37 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","20799","checkRunNodeSeven","Surefire suite","Thu Sep 18 02:12:42 UTC 2025","failed","Thu Sep 18 02:13:02 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","22631","checkRunNodeThree","Surefire suite","Thu Sep 18 02:11:08 UTC 2025","failed","Thu Sep 18 02:11:31 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
