"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20468","checkRunNodeFive","Surefire suite","Mon Dec 01 02:59:03 UTC 2025","failed","Mon Dec 01 02:59:24 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","18353","checkRunNodeSix","Surefire suite","Mon Dec 01 02:59:24 UTC 2025","broken","Mon Dec 01 02:59:42 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","15901","checkRunNodeZero","Surefire suite","Mon Dec 01 02:57:26 UTC 2025","broken","Mon Dec 01 02:57:42 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","20942","checkRunNodeNine","Surefire suite","Mon Dec 01 03:00:18 UTC 2025","failed","Mon Dec 01 03:00:39 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","21254","checkRunNodeThree","Surefire suite","Mon Dec 01 02:58:18 UTC 2025","failed","Mon Dec 01 02:58:40 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","21894","checkRunNodeSeven","Surefire suite","Mon Dec 01 02:59:42 UTC 2025","failed","Mon Dec 01 03:00:04 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","14745","checkRunNodeTwo","Surefire suite","Mon Dec 01 02:58:04 UTC 2025","broken","Mon Dec 01 02:58:18 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","23647","checkRunNodeFour","Surefire suite","Mon Dec 01 02:58:40 UTC 2025","failed","Mon Dec 01 02:59:03 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","21512","checkRunNodeOne","Surefire suite","Mon Dec 01 02:57:42 UTC 2025","failed","Mon Dec 01 02:58:04 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","13861","checkRunNode","Surefire suite","Mon Dec 01 03:00:04 UTC 2025","broken","Mon Dec 01 03:00:18 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
