"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22754","checkRunNodeSeven","Surefire suite","Fri Sep 19 02:16:08 UTC 2025","failed","Fri Sep 19 02:16:30 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","33604","checkRunNodeZero","Surefire suite","Fri Sep 19 02:13:21 UTC 2025","failed","Fri Sep 19 02:13:54 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","21224","checkRunNodeOne","Surefire suite","Fri Sep 19 02:13:54 UTC 2025","failed","Fri Sep 19 02:14:16 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","32379","checkRunNode","Surefire suite","Fri Sep 19 02:16:31 UTC 2025","failed","Fri Sep 19 02:17:03 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","23094","checkRunNodeSix","Surefire suite","Fri Sep 19 02:15:45 UTC 2025","passed","Fri Sep 19 02:16:08 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","20978","checkRunNodeThree","Surefire suite","Fri Sep 19 02:14:38 UTC 2025","failed","Fri Sep 19 02:14:59 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","20880","checkRunNodeNine","Surefire suite","Fri Sep 19 02:17:03 UTC 2025","failed","Fri Sep 19 02:17:24 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","21283","checkRunNodeFive","Surefire suite","Fri Sep 19 02:15:23 UTC 2025","failed","Fri Sep 19 02:15:45 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","22775","checkRunNodeTwo","Surefire suite","Fri Sep 19 02:14:16 UTC 2025","passed","Fri Sep 19 02:14:38 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","24044","checkRunNodeFour","Surefire suite","Fri Sep 19 02:14:59 UTC 2025","passed","Fri Sep 19 02:15:23 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
