"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16011","checkRunNodeOne","Surefire suite","Thu Dec 25 02:31:27 UTC 2025","failed","Thu Dec 25 02:31:43 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","20882","checkRunNode","Surefire suite","Thu Dec 25 02:33:34 UTC 2025","failed","Thu Dec 25 02:33:55 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","21306","checkRunNodeFour","Surefire suite","Thu Dec 25 02:32:20 UTC 2025","failed","Thu Dec 25 02:32:42 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","15327","checkRunNodeThree","Surefire suite","Thu Dec 25 02:32:05 UTC 2025","broken","Thu Dec 25 02:32:20 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","14701","checkRunNodeNine","Surefire suite","Thu Dec 25 02:33:55 UTC 2025","broken","Thu Dec 25 02:34:10 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","21879","checkRunNodeSix","Surefire suite","Thu Dec 25 02:32:56 UTC 2025","failed","Thu Dec 25 02:33:18 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","14331","checkRunNodeFive","Surefire suite","Thu Dec 25 02:32:42 UTC 2025","broken","Thu Dec 25 02:32:56 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","22189","checkRunNodeTwo","Surefire suite","Thu Dec 25 02:31:43 UTC 2025","failed","Thu Dec 25 02:32:05 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","15645","checkRunNodeZero","Surefire suite","Thu Dec 25 02:31:11 UTC 2025","broken","Thu Dec 25 02:31:27 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","16143","checkRunNodeSeven","Surefire suite","Thu Dec 25 02:33:18 UTC 2025","broken","Thu Dec 25 02:33:34 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
