"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18725","checkRunNodeOne","Surefire suite","Sat Aug 02 02:35:43 GMT 2025","passed","Sat Aug 02 02:36:02 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","18818","checkRunNodeFive","Surefire suite","Sat Aug 02 02:37:11 GMT 2025","passed","Sat Aug 02 02:37:30 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","26797","checkRunNodeZero","Surefire suite","Sat Aug 02 02:35:16 GMT 2025","passed","Sat Aug 02 02:35:43 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","17197","checkRunNodeNine","Surefire suite","Sat Aug 02 02:38:27 GMT 2025","passed","Sat Aug 02 02:38:44 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","20780","checkRunNodeTwo","Surefire suite","Sat Aug 02 02:36:02 GMT 2025","passed","Sat Aug 02 02:36:23 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","18921","checkRunNodeSeven","Surefire suite","Sat Aug 02 02:37:49 GMT 2025","passed","Sat Aug 02 02:38:08 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","18816","checkRunNodeTen","Surefire suite","Sat Aug 02 02:38:44 GMT 2025","passed","Sat Aug 02 02:39:03 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTen"
"","28843","checkRunNodeThree","Surefire suite","Sat Aug 02 02:36:23 GMT 2025","failed","Sat Aug 02 02:36:52 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","18839","checkRunNodeSix","Surefire suite","Sat Aug 02 02:37:30 GMT 2025","passed","Sat Aug 02 02:37:49 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","19080","checkRunNodeFour","Surefire suite","Sat Aug 02 02:36:52 GMT 2025","passed","Sat Aug 02 02:37:11 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","18809","checkRunNode","Surefire suite","Sat Aug 02 02:38:08 GMT 2025","passed","Sat Aug 02 02:38:27 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
