"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14222","checkRunNodeSix","Surefire suite","Sat Nov 01 02:24:35 UTC 2025","broken","Sat Nov 01 02:24:49 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","21212","checkRunNodeSeven","Surefire suite","Sat Nov 01 02:24:49 UTC 2025","failed","Sat Nov 01 02:25:11 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","14590","checkRunNodeTwo","Surefire suite","Sat Nov 01 02:23:23 UTC 2025","broken","Sat Nov 01 02:23:37 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","22022","checkRunNodeOne","Surefire suite","Sat Nov 01 02:23:01 UTC 2025","failed","Sat Nov 01 02:23:23 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","14328","checkRunNode","Surefire suite","Sat Nov 01 02:25:11 UTC 2025","broken","Sat Nov 01 02:25:25 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","21275","checkRunNodeThree","Surefire suite","Sat Nov 01 02:23:37 UTC 2025","failed","Sat Nov 01 02:23:58 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","15488","checkRunNodeFour","Surefire suite","Sat Nov 01 02:23:58 UTC 2025","broken","Sat Nov 01 02:24:14 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","20732","checkRunNodeZero","Surefire suite","Sat Nov 01 02:22:40 UTC 2025","broken","Sat Nov 01 02:23:01 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","20972","checkRunNodeNine","Surefire suite","Sat Nov 01 02:25:25 UTC 2025","failed","Sat Nov 01 02:25:46 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","21202","checkRunNodeFive","Surefire suite","Sat Nov 01 02:24:14 UTC 2025","failed","Sat Nov 01 02:24:35 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
