"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20540","checkRunNodeNine","Surefire suite","Wed Jul 30 04:14:35 GMT 2025","passed","Wed Jul 30 04:14:56 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","45327","checkRunNodeThree","Surefire suite","Wed Jul 30 04:11:26 GMT 2025","failed","Wed Jul 30 04:12:11 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","19907","checkRunNode","Surefire suite","Wed Jul 30 04:14:15 GMT 2025","passed","Wed Jul 30 04:14:35 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","33456","checkRunNodeFour","Surefire suite","Wed Jul 30 04:12:11 GMT 2025","passed","Wed Jul 30 04:12:45 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","30435","checkRunNodeZero","Surefire suite","Wed Jul 30 04:10:15 GMT 2025","passed","Wed Jul 30 04:10:46 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","20086","checkRunNodeTwo","Surefire suite","Wed Jul 30 04:11:06 GMT 2025","passed","Wed Jul 30 04:11:26 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","19569","checkRunNodeOne","Surefire suite","Wed Jul 30 04:10:46 GMT 2025","passed","Wed Jul 30 04:11:06 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","29678","checkRunNodeSeven","Surefire suite","Wed Jul 30 04:13:45 GMT 2025","failed","Wed Jul 30 04:14:15 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","18473","checkRunNodeTen","Surefire suite","Wed Jul 30 04:14:56 GMT 2025","passed","Wed Jul 30 04:15:14 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTen"
"","29618","checkRunNodeSix","Surefire suite","Wed Jul 30 04:13:16 GMT 2025","failed","Wed Jul 30 04:13:45 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","30822","checkRunNodeFive","Surefire suite","Wed Jul 30 04:12:45 GMT 2025","failed","Wed Jul 30 04:13:16 GMT 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
