"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21041","checkRunNodeFive","Surefire suite","Wed Oct 01 02:24:51 UTC 2025","failed","Wed Oct 01 02:25:12 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","35337","checkRunNodeZero","Surefire suite","Wed Oct 01 02:22:46 UTC 2025","passed","Wed Oct 01 02:23:21 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","21270","checkRunNodeOne","Surefire suite","Wed Oct 01 02:23:21 UTC 2025","failed","Wed Oct 01 02:23:42 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","21326","checkRunNodeNine","Surefire suite","Wed Oct 01 02:26:23 UTC 2025","failed","Wed Oct 01 02:26:44 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","24325","checkRunNode","Surefire suite","Wed Oct 01 02:25:58 UTC 2025","passed","Wed Oct 01 02:26:23 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","24166","checkRunNodeSix","Surefire suite","Wed Oct 01 02:25:12 UTC 2025","passed","Wed Oct 01 02:25:36 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","21635","checkRunNodeThree","Surefire suite","Wed Oct 01 02:24:06 UTC 2025","failed","Wed Oct 01 02:24:28 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","24011","checkRunNodeTwo","Surefire suite","Wed Oct 01 02:23:42 UTC 2025","passed","Wed Oct 01 02:24:06 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","22317","checkRunNodeSeven","Surefire suite","Wed Oct 01 02:25:36 UTC 2025","failed","Wed Oct 01 02:25:58 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","22733","checkRunNodeFour","Surefire suite","Wed Oct 01 02:24:28 UTC 2025","passed","Wed Oct 01 02:24:51 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
