"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23580","checkRunNodeFour","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","20374","checkRunNodeOne","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","21454","checkRunNodeThree","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","24251","checkRunNode","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","24902","checkRunNodeSix","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","20496","checkRunNodeFive","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","21888","checkRunNodeNine","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","25628","checkRunNodeZero","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","24030","checkRunNodeTwo","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","20601","checkRunNodeSeven","Surefire suite","2026-09-25","failed","2026-09-25","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
