"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14832","checkRunNodeSix","Surefire suite","2026-06-09","broken","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","20762","checkRunNodeOne","Surefire suite","2026-06-09","failed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","26564","checkRunNodeZero","Surefire suite","2026-06-09","failed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","22022","checkRunNodeThree","Surefire suite","2026-06-09","failed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","15501","checkRunNodeFour","Surefire suite","2026-06-09","broken","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","21343","checkRunNodeFive","Surefire suite","2026-06-09","failed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","21006","checkRunNodeSeven","Surefire suite","2026-06-09","failed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","15449","checkRunNode","Surefire suite","2026-06-09","broken","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","18070","checkRunNodeTwo","Surefire suite","2026-06-09","broken","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","15980","checkRunNodeNine","Surefire suite","2026-06-09","failed","2026-06-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
