"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22655","checkRunNodeThree","Surefire suite","Thu Dec 18 02:27:08 UTC 2025","failed","Thu Dec 18 02:27:30 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","21123","checkRunNodeFive","Surefire suite","Thu Dec 18 02:27:46 UTC 2025","failed","Thu Dec 18 02:28:07 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","15611","checkRunNodeFour","Surefire suite","Thu Dec 18 02:27:30 UTC 2025","broken","Thu Dec 18 02:27:46 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","15394","checkRunNodeTwo","Surefire suite","Thu Dec 18 02:26:52 UTC 2025","broken","Thu Dec 18 02:27:08 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","21411","checkRunNodeNine","Surefire suite","Thu Dec 18 02:28:59 UTC 2025","failed","Thu Dec 18 02:29:21 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","16965","checkRunNodeZero","Surefire suite","Thu Dec 18 02:26:14 UTC 2025","broken","Thu Dec 18 02:26:31 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","22120","checkRunNodeSeven","Surefire suite","Thu Dec 18 02:28:22 UTC 2025","failed","Thu Dec 18 02:28:45 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","14521","checkRunNode","Surefire suite","Thu Dec 18 02:28:45 UTC 2025","broken","Thu Dec 18 02:28:59 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","15249","checkRunNodeSix","Surefire suite","Thu Dec 18 02:28:07 UTC 2025","broken","Thu Dec 18 02:28:22 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","21259","checkRunNodeOne","Surefire suite","Thu Dec 18 02:26:31 UTC 2025","failed","Thu Dec 18 02:26:52 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
