"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13737","checkRunNodeFour","Surefire suite","Thu Feb 12 03:30:23 UTC 2026","broken","Thu Feb 12 03:30:36 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","13462","checkRunNodeSix","Surefire suite","Thu Feb 12 03:30:58 UTC 2026","broken","Thu Feb 12 03:31:11 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","21710","checkRunNodeThree","Surefire suite","Thu Feb 12 03:30:01 UTC 2026","failed","Thu Feb 12 03:30:23 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","22254","checkRunNodeOne","Surefire suite","Thu Feb 12 03:29:25 UTC 2026","failed","Thu Feb 12 03:29:47 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","21427","checkRunNodeSeven","Surefire suite","Thu Feb 12 03:31:11 UTC 2026","failed","Thu Feb 12 03:31:33 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","21391","checkRunNodeFive","Surefire suite","Thu Feb 12 03:30:36 UTC 2026","failed","Thu Feb 12 03:30:58 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","15904","checkRunNodeNine","Surefire suite","Thu Feb 12 03:31:48 UTC 2026","failed","Thu Feb 12 03:32:04 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","17515","checkRunNodeZero","Surefire suite","Thu Feb 12 03:29:07 UTC 2026","broken","Thu Feb 12 03:29:25 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","15195","checkRunNode","Surefire suite","Thu Feb 12 03:31:33 UTC 2026","broken","Thu Feb 12 03:31:48 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","13824","checkRunNodeTwo","Surefire suite","Thu Feb 12 03:29:47 UTC 2026","broken","Thu Feb 12 03:30:01 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
