"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16667","checkRunNodeFour","Surefire suite","Wed May 27 04:58:42 UTC 2026","broken","Wed May 27 04:58:59 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","19439","checkRunNodeZero","Surefire suite","Wed May 27 04:57:24 UTC 2026","broken","Wed May 27 04:57:44 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","21377","checkRunNodeNine","Surefire suite","Wed May 27 05:00:12 UTC 2026","failed","Wed May 27 05:00:33 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","20930","checkRunNodeFive","Surefire suite","Wed May 27 04:58:59 UTC 2026","failed","Wed May 27 04:59:20 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","21314","checkRunNodeOne","Surefire suite","Wed May 27 04:57:44 UTC 2026","failed","Wed May 27 04:58:05 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","21988","checkRunNodeThree","Surefire suite","Wed May 27 04:58:20 UTC 2026","failed","Wed May 27 04:58:42 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","14509","checkRunNodeSix","Surefire suite","Wed May 27 04:59:20 UTC 2026","broken","Wed May 27 04:59:34 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","15086","checkRunNodeTwo","Surefire suite","Wed May 27 04:58:05 UTC 2026","broken","Wed May 27 04:58:20 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","21374","checkRunNodeSeven","Surefire suite","Wed May 27 04:59:34 UTC 2026","failed","Wed May 27 04:59:56 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","15958","checkRunNode","Surefire suite","Wed May 27 04:59:56 UTC 2026","broken","Wed May 27 05:00:12 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
