"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23460","checkRunNode","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","22964","checkRunNodeSix","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","25267","checkRunNodeZero","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","20958","checkRunNodeSeven","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","21928","checkRunNodeFive","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","23262","checkRunNodeTwo","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","20863","checkRunNodeThree","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","23321","checkRunNodeFour","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","20653","checkRunNodeOne","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","20766","checkRunNodeNine","Surefire suite","2026-09-09","failed","2026-09-09","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
