"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23380","checkRunNodeThree","Surefire suite","Mon Nov 03 02:25:53 UTC 2025","failed","Mon Nov 03 02:26:16 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","21782","checkRunNodeFive","Surefire suite","Mon Nov 03 02:26:31 UTC 2025","failed","Mon Nov 03 02:26:53 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","17243","checkRunNodeSix","Surefire suite","Mon Nov 03 02:26:53 UTC 2025","broken","Mon Nov 03 02:27:10 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","15004","checkRunNodeFour","Surefire suite","Mon Nov 03 02:26:16 UTC 2025","broken","Mon Nov 03 02:26:31 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","17944","checkRunNodeZero","Surefire suite","Mon Nov 03 02:24:56 UTC 2025","broken","Mon Nov 03 02:25:14 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","21728","checkRunNodeOne","Surefire suite","Mon Nov 03 02:25:14 UTC 2025","failed","Mon Nov 03 02:25:36 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","22156","checkRunNodeSeven","Surefire suite","Mon Nov 03 02:27:10 UTC 2025","failed","Mon Nov 03 02:27:32 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","16248","checkRunNode","Surefire suite","Mon Nov 03 02:27:32 UTC 2025","broken","Mon Nov 03 02:27:49 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","22238","checkRunNodeNine","Surefire suite","Mon Nov 03 02:27:49 UTC 2025","failed","Mon Nov 03 02:28:11 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","16888","checkRunNodeTwo","Surefire suite","Mon Nov 03 02:25:36 UTC 2025","broken","Mon Nov 03 02:25:53 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
