"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20616","checkRunNodeNine","Surefire suite","2026-06-22","failed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","20966","checkRunNodeOne","Surefire suite","2026-06-22","failed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","20554","checkRunNodeZero","Surefire suite","2026-06-22","broken","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","15204","checkRunNodeFour","Surefire suite","2026-06-22","broken","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","15215","checkRunNodeSix","Surefire suite","2026-06-22","broken","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","15375","checkRunNodeTwo","Surefire suite","2026-06-22","broken","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","22308","checkRunNodeFive","Surefire suite","2026-06-22","failed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","24430","checkRunNode","Surefire suite","2026-06-22","failed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","22380","checkRunNodeThree","Surefire suite","2026-06-22","failed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","21053","checkRunNodeSeven","Surefire suite","2026-06-22","failed","2026-06-22","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
