"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13443","checkRunNodeFour","Surefire suite","2026-07-07","broken","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","22302","checkRunNodeSeven","Surefire suite","2026-07-07","failed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","20546","checkRunNode","Surefire suite","2026-07-07","failed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","14011","checkRunNodeZero","Surefire suite","2026-07-07","broken","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","21057","checkRunNodeThree","Surefire suite","2026-07-07","failed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","21365","checkRunNodeSix","Surefire suite","2026-07-07","failed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","15344","checkRunNodeFive","Surefire suite","2026-07-07","failed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","13333","checkRunNodeNine","Surefire suite","2026-07-07","broken","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","21680","checkRunNodeOne","Surefire suite","2026-07-07","failed","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","14235","checkRunNodeTwo","Surefire suite","2026-07-07","broken","2026-07-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
