"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22691","checkRunNodeNine","Surefire suite","Mon Mar 16 03:48:00 UTC 2026","failed","Mon Mar 16 03:48:23 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","15746","checkRunNodeTwo","Surefire suite","Mon Mar 16 03:45:54 UTC 2026","broken","Mon Mar 16 03:46:10 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","14910","checkRunNode","Surefire suite","Mon Mar 16 03:47:45 UTC 2026","broken","Mon Mar 16 03:48:00 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","21227","checkRunNodeOne","Surefire suite","Mon Mar 16 03:45:33 UTC 2026","failed","Mon Mar 16 03:45:54 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","20909","checkRunNodeThree","Surefire suite","Mon Mar 16 03:46:10 UTC 2026","failed","Mon Mar 16 03:46:31 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","15555","checkRunNodeSix","Surefire suite","Mon Mar 16 03:47:09 UTC 2026","broken","Mon Mar 16 03:47:24 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","14993","checkRunNodeFour","Surefire suite","Mon Mar 16 03:46:31 UTC 2026","broken","Mon Mar 16 03:46:46 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","21161","checkRunNodeSeven","Surefire suite","Mon Mar 16 03:47:24 UTC 2026","failed","Mon Mar 16 03:47:45 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","19146","checkRunNodeZero","Surefire suite","Mon Mar 16 03:45:13 UTC 2026","broken","Mon Mar 16 03:45:33 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","23134","checkRunNodeFive","Surefire suite","Mon Mar 16 03:46:46 UTC 2026","failed","Mon Mar 16 03:47:09 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
