"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23123","checkRunNodeFour","Surefire suite","Sun Apr 26 04:05:55 UTC 2026","failed","Sun Apr 26 04:06:19 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","24564","checkRunNodeSix","Surefire suite","Sun Apr 26 04:06:39 UTC 2026","failed","Sun Apr 26 04:07:04 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","21797","checkRunNodeThree","Surefire suite","Sun Apr 26 04:05:34 UTC 2026","failed","Sun Apr 26 04:05:55 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","15998","checkRunNodeNine","Surefire suite","Sun Apr 26 04:07:41 UTC 2026","failed","Sun Apr 26 04:07:57 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","15759","checkRunNodeTwo","Surefire suite","Sun Apr 26 04:05:18 UTC 2026","broken","Sun Apr 26 04:05:34 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","20308","checkRunNodeOne","Surefire suite","Sun Apr 26 04:04:58 UTC 2026","failed","Sun Apr 26 04:05:18 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","20709","checkRunNodeFive","Surefire suite","Sun Apr 26 04:06:19 UTC 2026","failed","Sun Apr 26 04:06:39 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","15712","checkRunNode","Surefire suite","Sun Apr 26 04:07:25 UTC 2026","broken","Sun Apr 26 04:07:41 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","24851","checkRunNodeZero","Surefire suite","Sun Apr 26 04:04:33 UTC 2026","failed","Sun Apr 26 04:04:58 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","20922","checkRunNodeSeven","Surefire suite","Sun Apr 26 04:07:04 UTC 2026","failed","Sun Apr 26 04:07:25 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
