"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23864","checkRunNodeTwo","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","24714","checkRunNodeSix","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","25959","checkRunNodeZero","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","20849","checkRunNodeSeven","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","20490","checkRunNodeThree","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","20843","checkRunNodeOne","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","24838","checkRunNode","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","20825","checkRunNodeFive","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","24290","checkRunNodeFour","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","20390","checkRunNodeNine","Surefire suite","2026-08-07","failed","2026-08-07","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
