"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30796","checkRunNodeSeven","Surefire suite","Fri Aug 29 17:51:48 UTC 2025","failed","Fri Aug 29 17:52:19 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
"","30010","checkRunNodeFour","Surefire suite","Fri Aug 29 17:49:21 UTC 2025","failed","Fri Aug 29 17:49:51 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","29821","checkRunNodeTwo","Surefire suite","Fri Aug 29 17:49:23 UTC 2025","failed","Fri Aug 29 17:49:53 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","31392","checkRunNodeThree","Surefire suite","Fri Aug 29 17:49:29 UTC 2025","failed","Fri Aug 29 17:50:00 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","29312","checkRunNodeZero","Surefire suite","Fri Aug 29 17:49:27 UTC 2025","failed","Fri Aug 29 17:49:56 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","29798","checkRunNodeOne","Surefire suite","Fri Aug 29 17:49:43 UTC 2025","failed","Fri Aug 29 17:50:13 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","30016","checkRunNodeFive","Surefire suite","Fri Aug 29 17:51:44 UTC 2025","failed","Fri Aug 29 17:52:14 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","31597","checkRunNodeNine","Surefire suite","Fri Aug 29 17:51:57 UTC 2025","failed","Fri Aug 29 17:52:28 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","31683","checkRunNodeSix","Surefire suite","Fri Aug 29 17:51:33 UTC 2025","failed","Fri Aug 29 17:52:05 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","30008","checkRunNode","Surefire suite","Fri Aug 29 17:51:33 UTC 2025","failed","Fri Aug 29 17:52:03 UTC 2025","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
