"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15275","checkRunNodeZero","Surefire suite","Sat Feb 21 03:09:58 UTC 2026","broken","Sat Feb 21 03:10:13 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeZero"
"","15883","checkRunNodeFour","Surefire suite","Sat Feb 21 03:11:16 UTC 2026","broken","Sat Feb 21 03:11:32 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFour"
"","14656","checkRunNode","Surefire suite","Sat Feb 21 03:12:29 UTC 2026","broken","Sat Feb 21 03:12:44 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNode"
"","14363","checkRunNodeSix","Surefire suite","Sat Feb 21 03:11:54 UTC 2026","broken","Sat Feb 21 03:12:08 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSix"
"","22296","checkRunNodeThree","Surefire suite","Sat Feb 21 03:10:54 UTC 2026","failed","Sat Feb 21 03:11:16 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeThree"
"","19929","checkRunNodeTwo","Surefire suite","Sat Feb 21 03:10:34 UTC 2026","broken","Sat Feb 21 03:10:54 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeTwo"
"","21113","checkRunNodeOne","Surefire suite","Sat Feb 21 03:10:13 UTC 2026","failed","Sat Feb 21 03:10:34 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeOne"
"","21497","checkRunNodeNine","Surefire suite","Sat Feb 21 03:12:44 UTC 2026","failed","Sat Feb 21 03:13:05 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeNine"
"","21325","checkRunNodeFive","Surefire suite","Sat Feb 21 03:11:32 UTC 2026","failed","Sat Feb 21 03:11:54 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeFive"
"","20964","checkRunNodeSeven","Surefire suite","Sat Feb 21 03:12:08 UTC 2026","failed","Sat Feb 21 03:12:29 UTC 2026","tests.LoginTest","Surefire test","tests.LoginTest","checkRunNodeSeven"
